code,countries,category,name,centroid,activationTime,lastUpdate,drmPhase,closed,n_aois,n_products,search_snippet,past_items_search_text
EMSN041,[{'short_name': 'Croatia'}],"{'slug': 'fire', 'name': 'Wildfire'}",Forest fire risks assessment in Croatia,POINT (15.77 43.805),2017-10-30T01:00:00,,preparedness,True,12,61,,"The scope of the service request was to generate Forest Fire Risk assessment analyses and mitigation products covering a set of 27 focus areas in Croatia. Apart from the General Reference context the following Risk and Recovery products were generated:

Assets & Population Exposure & Vulnerability

[Image: 18_34_24.png]

The assessment of the forest firehazardtakes in to account both fire intensity and surface properties. The generation of a forest fire index layer was based on specific as Population, Assets & Transportation Network at Risk Map - Forest Fires Risk Assessment Population, Assets & Transportation Network at Risk Map - Forest Fires Risk Assessment Population, Assets & Transportation Network at Risk Map - Forest Fires Risk Assessment Population, Assets & Transportation Network at Risk Map - Forest Fires Risk Assessment Population, Assets & Transportation Network at Risk Map - Forest Fires Risk Assessment Population, Assets & Transportation Network at Risk Map - Forest Fires Risk Assessment Population, Assets & Transportation Network at Risk Map - Forest Fires Risk Assessment Population, Assets & Transportation Network at Risk Map - Forest Fires Risk Assessment Population, Assets & Transportation Network at Risk Map - Forest Fires Risk Assessment Population, Assets & Transportation Network at Risk Map - Forest Fires Risk Assessment"
EMSR253,[{'short_name': 'Italy'}],"{'slug': 'fire', 'name': 'Wildfire'}",Forest fire in Piemonte- Italy,POINT (7.05 45),2017-10-28T07:56:00,2017-11-03T14:01:00,response,True,6,7,"The Piemonte Region starting from the second part of the October is interested by several forest fires which are involving in particular the provinces of Torino and Cuneo. Since October 10, when the state of maximum danger for forest fires was declared, there were more than 200 interventions in t...",Locana Delineation Condove Delineation Susa Delineation Cumiana Delineation Pietraporzio Delineation Condove Delineation Casteldelfino Delineation
EMSR252,[{'short_name': 'France'}],"{'slug': 'fire', 'name': 'Wildfire'}",Wildfire in Corsica,POINT (9.07709 42.57199),2017-10-23T12:40:00,2017-11-22T14:33:00,response,True,2,4,A number of potentially dangerous forest fires have been burning in Corsica (France) since 22 October 2017. On the 23 October these forest fires were notably present in the vicinity of Ville di Paraso.,Haute Corse detail Delineation Haute Corse Grading Haute Corse Delineation Haute Corse detail Grading
EMSR251,[{'short_name': 'Norway'}],"{'slug': 'flood', 'name': 'Flood'}",Floods in Norway,POINT (8.17 58.28),2017-10-20T16:26:00,2017-10-30T15:33:00,response,True,3,8,"Heavy rains in Aust-Agder and Vest-Agder regions have raised an orange level flood alert in the area. Many landslides events are expected, some with considerable consequences, as well as extensive flooding, erosional damage and flood damage in prone areas.",Arendal Delineation Arendal Delineation Arendal Delineation Kragero Delineation Kragero Delineation Kragero Delineation Kristiansand Delineation Kristiansand Delineation
EMSR250,[{'short_name': 'Portugal'}],"{'slug': 'fire', 'name': 'Wildfire'}",Forest fire Portugal,POINT (-7.9688 40.7259),2017-10-16T17:26:00,2017-11-09T10:44:00,response,True,4,8,At least 27 people have died as a result of wildfires sparked around the country amid high temperatures and strong winds fanned by the ex-hurricane storm Ophelia on Sunday 15 of October. Hundreds of wildfires have forced residents to flee from towns and villages.,Nelas Grading Nelas Delineation Cortes Grading Cortes Delineation Marinha Grande Grading Marinha Grande Delineation Mira Grading Mira Delineation
EMSR249,[{'short_name': 'Ireland'}],"{'slug': 'storm', 'name': 'Storm'}",Hurricane Ophelia in Ireland,POINT (-9.58008 51.83578),2017-10-15T19:23:00,2017-11-03T14:24:00,response,True,21,18,"Hurricane Ophelia is forecast to hit the western to south eastern coasts of Ireland the 16/10/2017 from 06:00 onwards with extreme winds, storm surges, waves and flooding.",Youghal Delineation Dingle Grading Kenmare Delineation Bantry Delineation Westport Grading Kilrush Tarbert Delineation Waterville Delineation Waterville Grading Galway Delineation Ballybunion Delineation Clonakilty Delineation Lahinch Grading Cork Harbour Delineation Tralee Delineation Dingle Delineation Killorglin Delineation Kinsale Delineation Lahinch Delineation
EMSR248,[{'short_name': 'Spain'}],"{'slug': 'fire', 'name': 'Wildfire'}",Forest Fires in Castilla y Leon region- Spain,POINT (-5.85 40.86),2017-09-26T11:43:00,2017-09-27T09:20:00,response,True,5,10,"During August 2017, numerous Forest Fires affected Spain, especially in the central areas. The government of the Castilla y Le√≥n region triggered the Copernicus EMS Rapid Mapping Service for the production of delineation and grading maps over the affected areas in order to assess the damages in...",Pino del Oro Grading Fermoselle Grading Pino del Oro Delineation Fermoselle Delineation Hoyocasero Grading Hoyos de Miguel Munoz Grading Hoyocasero Delineation Hoyos de Miguel Munoz Delineation Medinilla Grading Medinilla Delineation
EMSN043,[{'short_name': 'Italy'}],"{'slug': 'storm', 'name': 'Storm'}",Tsunami risk assessment in Southern Italy,POINT (16.81199 38.83641),2017-09-25T01:00:00,2026-01-20T09:57:13.571155,preparedness,True,4,12,"Pre-disaster situation analyses for four locations in Italy: Priolo (Sicilia), Otranto (Puglia), Metaponto (Basilicatta) and Catanzaro Lido (Calabria). All of the AOIs are located on the coast, on the front line of any eventual tsunami. A correct and detailed capture of assets was essential in or...","Pre-disaster situation analyses for four locations in Italy: Priolo (Sicilia), Otranto (Puglia), Metaponto (Basilicatta) and Catanzaro Lido (Calabria). All of the AOIs are located on the coast, on the front line of any eventual tsunami. A correct and detailed capture of assets was essential in order to improve and perform detailed response and evacuation programs and  in order to minimize casualties in a disaster situation.

The scope of the map production is to generate a pre-event reference co Transport Capacity (Overview A1) Transport Capacity (Overview A1) Transport Capacity (Overview A1) Transport Capacity (Overview A1) Reference map (Overview A1) Reference map (Overview A1) Reference map (Overview A1) Reference map (Overview A1) Land Cover Land Use map (Overview A1) Land Cover Land Use map (Overview A1)"
EMSR247,[{'short_name': 'Georgia'}],"{'slug': 'fire', 'name': 'Wildfire'}",Forest fire in Borjomi area- Georgia,POINT (43.4861 41.8161),2017-09-23T09:16:00,2017-09-25T20:12:00,response,True,1,4,"On 22 September, at 16.00 local time, a forest fire has occurred in the district of Tsaghveri, Borjomi Municipality, Samtskhe-Javakheti Region, which is located in south-central part of Georgia. The Emergency Management Agency as well as the Special Tasks Department and the ministry of Agricultur...",Tsaghveri Grading Tsaghveri Delineation Tsaghveri Grading Tsaghveri Delineation
EMSR246,[{'short_name': 'Dominica'}],"{'slug': 'storm', 'name': 'Storm'}",Hurricane Maria in Dominica,POINT (-61.32 15.33),2017-09-22T20:23:00,2017-10-04T07:14:00,response,True,8,8,"The Caribbean island of Dominica has been devastated by Hurricane Maria that ripped through Dominica as a category four storm late on Monday, damaging hundreds of homes. _x000D_
Maria has already obliterated parts of Dominica that was almost completely devastated._x000D_
At least 15 people are de...",La Plaine Grading Grand Fond Grading Jimmit Grading Campbell Grading Mahaut Grading Fond Cani Grading Roseau Grading Canefield Grading
EMSR245,[{'short_name': 'United Kingdom'}],"{'slug': 'storm', 'name': 'Storm'}",Hurricane Maria in Caribbean,POINT (-62.708 17.302),2017-09-21T14:53:00,2017-09-25T05:36:00,response,True,3,3,,
EMSR244,[{'short_name': 'Mexico'}],"{'slug': 'earthquake', 'name': 'Earthquake'}",Earthquake in Central Mexico,POINT (-98.46 18.93),2017-09-20T10:38:00,2017-09-27T04:42:00,response,True,3,3,,
EMSR243,[{'short_name': 'United States'}],"{'slug': 'storm', 'name': 'Storm'}",Hurricane Maria in Puerto Rico and US Virgin Islands,POINT (-65.5 17.839999999999996),2017-09-19T18:07:00,2017-11-06T16:11:00,response,True,6,11,,
EMSR242,[{'short_name': 'Greece'}],"{'slug': 'fire', 'name': 'Wildfire'}",Forest Fire in Western Achaia- Greece,POINT (21.58 38.04),2017-09-19T08:33:00,2017-09-25T17:39:00,response,True,1,2,,
EMSN037,"[{'short_name': 'Chile'}, {'short_name': 'Mozambique'}, {'short_name': 'Peru'}]","{'slug': 'other', 'name': 'Other'}",Multiple natural hazards risk assessment for UNESCO in three cities,POINT (32.655 -25.895),2017-09-18T01:00:00,,preparedness,True,3,3,,"Pre‐disaster situation analysis: Exposure, Vulnerability & Risk Assessment

… To generate comprehensive knowledge for

Key user: UNESCO, Section on Earth Sciences & Geo-Hazards Risk Reduction

UNESCO projects Support:

[Image: 17_45_41.png]

Potential Severity of the RisksGeneration of Detailed (1:5000 mapping scale) Thematic Information to assist/focus contingency planning towards minimizing loss of life & damages.

[Image: 17_51_48.png]

Earthquake: Probabilistic seismic hazard ( Seismic Hazard & Assets Exposure Map - Seismic Risk Assessment Seismic Hazard & Assets Exposure Map - Seismic Risk Assessment Seismic Hazard & Assets Exposure Map - Seismic Risk Assessment"
EMSR241,[{'short_name': 'United States'}],"{'slug': 'storm', 'name': 'Storm'}",Hurricane Irma in Florida,POINT (-82 29.37),2017-09-12T15:30:00,2017-10-03T07:49:00,response,True,4,8,,
EMSR240,[{'short_name': 'Mexico'}],"{'slug': 'earthquake', 'name': 'Earthquake'}",Earthquake in Southern Mexico,POINT (-93.7 16),2017-09-11T23:00:00,2017-09-16T01:31:00,response,True,13,13,,
EMSR239,[{'short_name': 'Spain'}],"{'slug': 'fire', 'name': 'Wildfire'}",Forest fire in Andalusia- Spain,POINT (-6.0003 37.823),2017-09-11T13:42:00,2017-10-06T07:32:00,response,True,5,10,,
EMSR238,[{'short_name': 'Italy'}],"{'slug': 'flood', 'name': 'Flood'}",Flood in Tuscany- Italy,POINT (10.36 43.522),2017-09-10T18:33:00,2017-09-29T14:35:00,response,True,4,7,,
EMSR237,[{'short_name': 'Spain'}],"{'slug': 'fire', 'name': 'Wildfire'}",Forest fire in Andalusia- Spain,POINT (-6.41 37.72),2017-09-09T13:08:00,2017-09-11T04:32:00,response,True,5,10,,
EMSR236,[{'short_name': 'United Kingdom'}],"{'slug': 'storm', 'name': 'Storm'}",Hurricane Irma in British Virgin Islands,POINT (-64.61230000000002 18.431199999999997),2017-09-08T14:00:00,2017-09-21T09:56:00,response,True,4,8,,
EMSR235,[{'short_name': 'Niger'}],"{'slug': 'flood', 'name': 'Flood'}",Flood in Niger,POINT (2.09 13.6),2017-09-07T15:40:00,2017-10-04T13:36:00,response,True,4,9,"Torrential rains have caused serious flooding in Niger at the end of August 2017. The authorities reported that hundreds of houses have been destroyed, key roads cut in several parts of the country and ordered thousands of people to leave their homes in the capital, Niamey.",
EMSR234,[{'short_name': 'Netherlands'}],"{'slug': 'storm', 'name': 'Storm'}",Hurricane Irma in Sint Maarten,POINT (-63.05740000000001 18.16804),2017-09-07T12:40:00,2017-09-11T02:32:00,response,True,2,6,"The islands of Sint Maarten, Saba and Sint Eustatius were struck by Hurricane IRMA on 7 September 2017. All three islands were impacted, but Sint Maarten sustained the most damage. The French part of the island was ‚Äú95% destroyed‚Äù and a number of fatalities have been reported. In response the...",
EMSR233,"[{'short_name': 'Dominican Republic'}, {'short_name': 'Haiti'}]","{'slug': 'storm', 'name': 'Storm'}",Hurricane Irma in Haiti and Dominican Republic,POINT (-71.80999999999999 18.920000000000005),2017-09-06T08:04:00,2017-10-16T14:01:00,response,True,15,25,"Hurricane Irma, a Category 5 storm, has made its first landfall on the islands of the north-east Caribbean on 6 September. It is significantly strengthening becoming the most powerful hurricane ever recorded in the Atlantic and following a path predicted to hit Puerto Rico, the Dominican Republic...",
EMSR232,[{'short_name': 'France'}],"{'slug': 'storm', 'name': 'Storm'}",Hurricane Irma in Antilles Islands,POINT (-62.96 17.97),2017-09-05T10:08:00,2017-10-03T10:40:00,response,True,5,18,"Hurricane Irma has been upgraded to a powerful category five storm as warnings have been issued for several Caribbean islands. _x000D_
The hurricane had sustained winds of up to 280km/h.  Irma is projected to hit the islands, causing storm surges, life-threatening winds and torrential rain.",
EMSR231,[{'short_name': 'Ireland'}],"{'slug': 'flood', 'name': 'Flood'}",Flood in North Western Ireland ,POINT (-7.45 55.05),2017-09-04T09:16:00,2017-09-07T18:45:00,response,True,3,15,"A large part of North Western Ireland has been affected by flash floods after heavy rains. Based on the river level Gauge recordings at Tullyarvan gauge at Buncrana, river levels peaked at record level on 22 August at approximately 23:00 UT",
EMSR230,[{'short_name': 'Hungary'}],"{'slug': 'fire', 'name': 'Wildfire'}",Forest Fire in Nagyivan- Hungary,POINT (20.96 47.46),2017-08-28T09:47:00,2017-08-30T14:55:00,response,True,1,2,"On the 3rd August 2017 fire started near Nagyiv√°n, J√°sz-Nagykun-Szolnok county. _x000D_
Dry grasslands, moorland and reed got on fire in the area of Hortob√°gy National Park.",
EMSR228,[{'short_name': 'United Kingdom'}],"{'slug': 'flood', 'name': 'Flood'}",Flooding in Northern Ireland- United Kingdom,POINT (-7.1849 54.721),2017-08-25T23:03:00,2017-08-30T17:29:00,response,True,7,21,Severe flash flood flooding and river flooding in North West area of Northern Ireland around Londonderry.,
EMSR227,[{'short_name': 'Spain'}],"{'slug': 'fire', 'name': 'Wildfire'}",Forest fire in Leon- Spain,POINT (-6.55 42.25),2017-08-25T12:08:00,2017-10-10T12:21:00,response,True,4,12,"A fire which broke out in Encinedo (Leon), region of La Cabrera, on 22 August burned almost 10,000 hectares. The main interest of this activation is to assess the actual fire perimeter and assess vegetation and other environmental damages. The products will be used to identify priorities for reco...",
EMSR229,[{'short_name': 'United States'}],"{'slug': 'storm', 'name': 'Storm'}",Hurricane Harvey in Texas,POINT (-96.93 30.01),2017-08-25T00:00:00,2017-09-29T14:55:00,response,True,7,17,"Harvey made landfall as a Category 4 hurricane on August 25, 2017 at 11:00 p.m. EDT at San Jose Island, Texas. Harvey caused prolonged heavy rains, flooding and storm surge along the Texas coast. President Donald J. Trump issued a Major Disaster Declaration for the state of Texas, making federal...",
EMSR226,[{'short_name': 'Georgia'}],"{'slug': 'fire', 'name': 'Wildfire'}",Wildfire in Georgia,POINT (43.451 41.8219),2017-08-24T10:19:00,2017-08-26T19:44:00,response,True,1,2,"In the last days Georgia is facing a complex situation in terms of high temperatures, low humidity and string winds which elevated the fire weather index and the risk of forest fires. A major fire started near Daba village (Borjomi municipality) and it's continuously spreading towards the inhabit...",
EMSR225,[{'short_name': 'Italy'}],"{'slug': 'storm', 'name': 'Storm'}",Storm in Friuli- Italy,POINT (12.92582 45.90787),2017-08-17T17:30:00,2017-08-30T07:54:00,response,True,4,4,"On 10th of August strong thunderstorms affected the territory of Friuli Venezia Giulia Region causing, in few hours,severe damages. Several infrastructures and industries have been affected  and forested areas have been impacted. _x000D_",
EMSR224,[{'short_name': 'Greece'}],"{'slug': 'fire', 'name': 'Wildfire'}",Forest fire in Zakynthos Island and North-Eastern Attika- Greece,POINT (22.76 37.77),2017-08-17T13:03:00,2017-08-18T15:26:00,response,True,2,2,"For the last number of days, major fires are affecting Greece;_x000D_
The General Secretary for Civil Protection has declared a State of Emergency for the island of Zakynthos and the Kalamos area in the North-Eastern Attika._x000D_",
EMSR223,[{'short_name': 'Poland'}],"{'slug': 'storm', 'name': 'Storm'}",Windfall damage in Poland,POINT (17.62344 54.00293),2017-08-16T11:16:00,2017-10-13T16:07:00,response,True,4,12,On the 12/08/2017 a severe windstorm hit northern Poland with reports of large impacts to forests. The Brda River area amongst other areas are reported to be the most affected.,
EMSR222,[{'short_name': 'Sierra Leone'}],"{'slug': 'mass', 'name': 'Mass Movement'}","Mudflow in Freetown, Sierra Leone",POINT (-13.24697 8.44921),2017-08-15T16:05:00,2017-08-17T17:01:00,response,True,2,2,"More than 300 people have been killed in Freetown after houses are submerged by mudflows and rivers after a mudslide and heavy flooding in Freetown, Regent area, Sierra Leone._x000D_
However, a precise death toll is not yet clear and is likely to rise as many people might have been asleep when th...",
EMSR221,[{'short_name': 'France'}],"{'slug': 'fire', 'name': 'Wildfire'}",Forest fire in Corsica- France,POINT (9.41436 42.81863),2017-08-14T14:00:00,2017-08-16T11:07:00,response,True,1,2,"Important forest fires have been declared in Corsica since the 11th of August 2017. On the 14th of August, in the Cap Corse area, forest fires at Ogliastro are still in progress, more than 1800 Ha have burned and numerous people evacuated.",
EMSR220,[{'short_name': 'Tunisia'}],"{'slug': 'fire', 'name': 'Wildfire'}",Forest fires in Bizerte- Tunisia,POINT (9.215 37.114),2017-08-05T08:00:00,2017-08-06T15:27:00,response,True,2,2,"The country's heat wave led to the outbreak of fires in some forests in the centre and Northwest of the country, which spread to hundreds of hectares of trees and green spaces. Fire-fighters are struggling to put the fire down because of the high temperatures and the sirocco.",
EMSR219,[{'short_name': 'Spain'}],"{'slug': 'fire', 'name': 'Wildfire'}",Wildfire in Jaen,POINT (-2.638 38.258),2017-08-04T12:33:00,2017-08-05T19:07:00,response,True,1,2,"On August 3 2017 at 19:00 (CEST) a forest fire began in municipality of Segura de la Sierra in Ja√©n and affected the Natural Park of Cazorla, Segura y Las Villas. The fire has spread to other nearby municipalities such as Orcera.",
EMSR218,[{'short_name': 'Denmark'}],"{'slug': 'fire', 'name': 'Wildfire'}",Wildfire in Greenland,POINT (-51.75 67.81599999999999),2017-08-04T08:05:00,2017-08-07T21:00:00,response,True,1,1,Wildfires in Greenland,
EMSR217,[{'short_name': 'Albania'}],"{'slug': 'fire', 'name': 'Wildfire'}",Forest fire in southern Albania,POINT (19.55 40.24),2017-08-03T13:35:00,2017-08-08T10:41:00,response,True,4,8,"Large forest areas, pastures and bushes have been burned down due to a series of wildfires during the last 24 hours in the southern Albania. Aerial intervention is needed in some districts due to the rough topography and mountainous terrain.",
EMSR216,[{'short_name': 'Spain'}],"{'slug': 'fire', 'name': 'Wildfire'}",Forest fire in Natural Reserve of Calar,POINT (-2.3 38.43),2017-08-03T08:11:00,2017-08-09T07:11:00,response,True,5,10,"A large area in a dense pine forest with difficult topography in Yeste in southeastern Spain burnt more than 3 000 hectares in only few days, while it affected 12 villages (more than 500 people) were evacuated. Vegetation and environmental damage is also a concern.",
EMSR215,[{'short_name': 'Germany'}],"{'slug': 'flood', 'name': 'Flood'}",Flood in Braunschweig,POINT (10.51 52.26),2017-07-27T08:16:00,2017-08-09T13:17:00,response,True,1,3,"Rain is set to fall across nearly every part of the country on Tuesday and has already hit northern and central areas hard specially in Braunschweig. Southern Lower Saxony and northern Thuringia were battered by storms between Monday and Tuesday, with between 50 to 80 litres of rain per square-me...",
EMSR214,[{'short_name': 'France'}],"{'slug': 'fire', 'name': 'Wildfire'}",Forest Fires in Southern France,POINT (5.7 43.62),2017-07-25T09:39:00,2017-07-31T12:58:00,response,True,6,15,"As of 24 July, France is facing a severe forest fire situation (southern mainland and Corsica). The three main fires are located in Corsica (730 ha), in the department of Alpes-Maritimes (70 ha) and in the region of Luberon (635 ha). On 25 July, more than 3000 ha have burned. The fire danger is v...",
EMSR213,[{'short_name': 'Italy'}],"{'slug': 'fire', 'name': 'Wildfire'}",Forest Fire in Southern Italy,POINT (14.42 40.8),2017-07-13T16:32:00,2017-09-05T15:30:00,response,True,22,29,"During recent weeks almost the whole Italian National Territory has suffered a period characterized by very high temperatures and an absence of significant rain. Exacerbated by these conditions numerous fires are affecting Italy, most specifically in southern areas. Several fires are affecting la...",
EMSR212,[{'short_name': 'Tajikistan'}],"{'slug': 'mass', 'name': 'Mass Movement'}",Mudflows in Tajikistan,POINT (69.33 39),2017-07-07T15:16:00,2017-07-25T09:26:00,response,True,4,10,"In Tajikistan the season for mudslides has started with severe mudslides in the municipalities Garm, Remon and Mahshevat on the 3rd of July 2017. Extensive damage to infrastructure, including housing, roads and water supply has been reported",
EMSR211,[{'short_name': 'Spain'}],"{'slug': 'fire', 'name': 'Wildfire'}",Forest Fires in Castellon Province,POINT (-0.5 39.8),2017-07-05T07:27:00,2017-07-09T04:52:00,response,True,2,6,"A new Forest Fire broke out in Gatova on 28/06/2017, Valencia. Like much of Spain, the area in Valencia is on high alert for forest fires because of a heatwave.",
EMSR210,[{'short_name': 'Spain'}],"{'slug': 'fire', 'name': 'Wildfire'}",Forest Fires in Rio Tinto- Huelva Province,POINT (-6.65 37.73),2017-07-04T09:53:00,2017-07-11T12:31:00,response,True,5,8,"A new Forest Fire is active in the Spanish province of Huelva, for which nearly 400 people were evacuated from the northern part of El Campillo town for precautionary reasons.",
EMSR209,[{'short_name': 'Spain'}],"{'slug': 'fire', 'name': 'Wildfire'}",Forest Fires in Donana- Huelva Province,POINT (-6.59 37.09999999999999),2017-06-26T14:38:00,2017-08-08T17:29:00,response,True,8,12,"A major forest fire in southern Spain has forced the evacuation of more than 1.500 people from homes, campsites and hotels.  The fire started on Saturday night on Spain's southern coast, then advanced east to reach the Donana Nature Reserve, one of the country's most important wildlife sanctuarie...",
EMSR207,[{'short_name': 'Portugal'}],"{'slug': 'fire', 'name': 'Wildfire'}",Forest fires in Leiria District- Portugal,POINT (-8.009999999999998 39.96999999999999),2017-06-18T20:43:00,2017-08-14T13:18:00,response,True,11,61,,
EMSR205,[{'short_name': 'Sri Lanka'}],"{'slug': 'flood', 'name': 'Flood'}",Floods in Sabaragamuwa/West- Sri Lanka,POINT (80.2331 6.6182),2017-05-31T10:33:00,2017-07-05T13:03:00,response,True,5,5,Monsoon rains caused severe flooding and mudslides in western and southern Sri Lanka. The death toll has climbed to more than 200 with 94 people still missing in the country‚Äôs worst torrential rains since 2003 that displaced nearly half a million people.,
EMSN035,[{'short_name': 'France'}],"{'slug': 'flood', 'name': 'Flood'}","Economic impact of floods on agriculture sector in Centre-Val de Loire region, France",POINT (1.90794 47.15728),2017-05-08T02:00:00,,recovery,True,1,3,,"Service Request: Help assess the impact of the May-June 2016 flooding, through post-disaster situation analyses, on the agricultural sector within the vast Centre – Val-de-Loire area of interest. During the episode some areas experienced the worst flooding in 100 years. The activation covers mapping the event, damage grading and economic impact focusing on agriculture sector to provide direct support in public policy implementation by the Ministry of Agriculture.

Proposed solution and results:
 - Val de Loire : Impact on the Agricultural Sector - Val de Loire : Impact on Land Cover - Val de Loire : Maximum Flood Extent"
EMSR204,[{'short_name': 'Portugal'}],"{'slug': 'other', 'name': 'Other'}",Fátima 100th Anniversary,POINT (-8.668229999999998 39.6245),2017-05-02T14:19:00,2017-05-10T15:22:00,response,True,2,2,,
EMSR203,[{'short_name': 'United States'}],"{'slug': 'flood', 'name': 'Flood'}",Floods in Central US,POINT (-93.58 36.55),2017-04-29T09:07:00,2017-05-03T21:36:00,response,True,7,12,"Strong storms with heavy rains have been registered during the last two days over the central States of US. These precipitations could induce flood over northeast Oklahoma, northwest Arkansas, southeast Kansas and southwest Missouri._x000D_
Early warnings have been issued by the US National Weath...",
EMSN034,[{'short_name': 'Portugal'}],"{'slug': 'flood', 'name': 'Flood'}","Coastal flood risk analysis for population and assets, Portugal",POINT (-9.21724 38.60594),2017-04-21T01:00:00,,preparedness,True,1,16,,"EMSN034 is a pre-disaster situation analyses to provide thematic information supporting planning for contingencies on vulnerable coastal areas along with a European framework directive on the assessment and management of the flood risk (2007/60/EC). Area of interest is 14 kilometres of beaches in Costa da Caparica, 10 km south of Lisbon, and the belt of land of with width of 1,5 km, along the shore line. Main earth observation data, imagery and digital elevation models, were provided by the acti Reference map (Overview A1) Mitigation Measures (Overview A1) Socio-Economic Vulnerability Methodology 2 (Overview A1) Physical Vulnerability Methodology 2 (Overview A1) Socio-Economic Risk Methodology 2 (Overview A1) Physical Risk Methodology 2 (Overview A1) Coastal Flood Hazard Methodology 2 (Overview A1) Coastal Flood Risk Frequent Scenario T=5 (Overview A1) Coastal Flood Risk Remote Scenario T=50 (Overview A1) Coastal Flood Risk Occasional Scenario T=25 (Overview A1)"
EMSR200,[{'short_name': 'Australia'}],"{'slug': 'storm', 'name': 'Storm'}",Tropical cyclone Debbie in Australia,POINT (149.08899999999997 -21.111000000000008),2017-03-28T12:39:00,2017-05-22T09:13:00,response,True,12,15,"The Tropical cyclone Debbie made landfall on March 28, 2017 in northeast Australia's Queensland state as a category 4 storm (with wind speeds of 240km/h). Extensive coastal inundation is already occurring and some communities have been evacuated. More intense flooding is expected as the cyclone m...",
EMSR199,[{'short_name': 'Peru'}],"{'slug': 'flood', 'name': 'Flood'}",Floods in Peru,POINT (-77 -12),2017-03-22T10:08:00,2017-05-22T09:14:00,response,True,21,45,"Since mid-March 2017 heavy rains have affected nearly all of Peru leading to catastrophic flooding and landslides. Tens of people have lost their lives and tens of thousands are homeless. There has been significant damage to infrastructure, with many bridges down, and homes. States of Emergency h...",
EMSR198,[{'short_name': 'France'}],"{'slug': 'earthquake', 'name': 'Earthquake'}",EU RICHTER-CARAIBES 2017 Exercise,POINT (-60.690000000000005 16.96),2017-03-22T09:30:00,2017-03-22T17:09:00,response,True,4,4,"EU RICHTER-CARAIBES 2017 Exercise: a French Civil Security exercise, simulating an earthquake and a tsunami which have affected Guadeloupe and Martinique on the 21rst of march 2017.",
EMSN038,[{'short_name': 'Peru'}],"{'slug': 'flood', 'name': 'Flood'}","Post-disaster situation analyses of flood and landslides in Lima, Peru",POINT (-76.95929999999998 -11.886920000000007),2017-03-08T01:00:00,2026-01-20T09:57:00.365888,recovery,True,1,5,"Post-disaster situation analyses of the flood that occurred in mid-March 2017 in Lima, Peru. Heavy rains affected nearly all of Peru leading to catastrophic flooding and landslides. In northern Lima, flooded areas along Rímac and Chillón rivers were reported.

The scope of the map production is t...","Post-disaster situation analyses of the flood that occurred in mid-March 2017 in Lima, Peru. Heavy rains affected nearly all of Peru leading to catastrophic flooding and landslides. In northern Lima, flooded areas along Rímac and Chillón rivers were reported.

The scope of the map production is to generate a pre-event reference content, delineate the event impact and grade the damage, focusing on people and assets, with particular attention to schools in the metropolitan area  of northern Lima.
 Reference map (Overview A1) Land Use / Land Cover map (Overview A1) Landslide extent delineation (Overview A1) Flood extent delineation (Overview A1) Damage assessment - Flood (Overview A1)"
EMSN033,[{'short_name': 'Libya'}],"{'slug': 'humanitarian', 'name': 'Humanitarian Crisis'}",Satellite based conflict damage assessment of two selected cities in Libya,POINT (21.79769 28.28583),2017-03-08T01:00:00,,recovery,True,3,68,,"EMSN033 is a satellite based conflict damage assessment of three selected areas of interest (AOIs) in Libya: Benghazi city, Benghazi´s Aerodrome (El Benina) and Al-Jawf.

The scope of the map production was to generate general reference content of the pre-event situation, including administrative boundaries, road network, urban land use classification, urban sprawl and urban expansion velocity analysis.

The core users of the map are the Foreign Policy Instruments (FPI) of the European Commi Urban velocity map (Overview A1) Urban velocity map (Overview A1) Urban Sprawl map (Overview A1) Urban Sprawl map (Overview A1) Urban Sprawl map (Overview A1) Reference map (Overview A1) Reference map (Overview A1) Reference map (Overview A1) Reference map (Detail B2) Reference map (Detail B2)"
EMSR197,[{'short_name': 'Madagascar'}],"{'slug': 'storm', 'name': 'Storm'}",Tropical Cyclone ENAWO-17 in Madagascar,POINT (49.31999999999999 -15.327000000000009),2017-03-07T15:00:00,2017-04-21T08:23:00,response,True,23,14,"Tropical storm ENAWO-17 has formed in the Southern Indian Ocean north-east of Madagascar. It is moving south-west and is currently foreseen to make landfall early 7 March on the north-eastern coast of Madagascar as a very intense cyclone, with extreme rainfalls and maximum storm surge height of o...",
EMSR195,[{'short_name': 'Chile'}],"{'slug': 'fire', 'name': 'Wildfire'}",Fires in Chile,POINT (-72.53 -40.199999999999996),2017-02-01T21:22:00,2017-02-06T21:29:00,response,True,2,4,"On Saturday, at national level 63 active wildfires reported, 50 are controlled, 14 have been extinguished, affecting 509 000 hectares of vegetation in 8 regions of the country (Valparaíso, Metropolitana, O'Higgins, Maule, Bio-Bio, Araucanía, Los Ríos, Los Lagos)",
EMSR194,[{'short_name': 'Italy'}],"{'slug': 'earthquake', 'name': 'Earthquake'}",Earthquake in Central Italy,POINT (13.31 42.53),2017-01-19T12:53:00,2017-01-26T18:36:00,response,True,5,5,"Since 24th August 2016 several earthquakes with magnitude higher than 5 occurred in the centre of Italy involving 4 Regions (Lazio, Umbria, Abruzzo and Marche) and Municipalities. _x000D_
In the morning of 18 January 2017 four additional earthquakes occurred in the areas near to those already aff...",
